p_id,name,products,price,colour,brand,img,ratingCount,avg_rating,description,p_attributes
15518834,JC Collection Women White & Black Top with Skirt,"Top, Skirt",6699,White,JC Collection,http://assets.myntassets.com/assets/images/15518834/2021/9/17/002e71c4-044e-432e-9616-6542ff88d3f41631890220012ClothingSet1.jpg,121,,"This clothing set consists of Top and Skirt <br> White and black solid Top ,has a high neck,  long sleeves <br> White and black solid Skirt ,has a zip closureTop fabric: Polyester <br> Bottom fabric: Polyester <br> Dry cleanThe model (height 5'8) is wearing a size S","{'Add-Ons': 'NA', 'Bottom Closure': 'Zip', 'Bottom Fabric': 'Polyester', 'Bottom Pattern': 'Solid', 'Bottom Type': 'Skirt', 'Character': 'NA', 'Lining': 'NA', 'Neck': 'High Neck', 'Number of Pockets': 'NA', 'Occasion': 'Casual', 'Sleeve Length': 'Long Sleeves', 'Sustainable': 'Regular', 'Top Fabric': 'Polyester', 'Top Pattern': 'Solid', 'Top Type': 'Top', 'Trends': 'NA', 'Wash Care': 'Dry Clean'}"
16083234,GRACIT Women Black & Navy Blue Set Of 2 Biker Shorts,Biker Shorts,1198,Black,GRACIT,http://assets.myntassets.com/assets/images/16083234/2021/11/13/f49664c7-744e-41a8-9830-8187dfbca3ea1636792456588GRACITWomenBlackCyclingSportsShorts1.jpg,14,4.069767442,<b>Set Of 2 Biker Shorts</b><br>Black solid mid-rise biker shorts has a slip-on closure<br>Navy Blue solid mid-rise biker shorts has slip-on closureCotton&nbsp;<br>Machine WashRegular Fit <br> The model (height 5'8) is wearing a size 28,"{'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Character': 'NA', 'Closure': 'Slip-On', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Fit': 'Regular Fit', 'Knit or Woven': 'Knitted', 'Length': 'Above Knee', 'Main Trend': 'New Basics', 'Multipack Set': '2', 'Number of Pockets': 'NA', 'Occasion': 'Sports', 'Pattern': 'Solid', 'Print or Pattern Type': 'Solid', 'Sport': 'Cycling', 'Surface Styling': 'NA', 'Sustainable': 'Regular', 'Technology': 'NA', 'Type': 'Biker Shorts', 'Waist Rise': 'Mid-Rise', 'Wash Care': 'Machine Wash'}"
15599728,RIVI Women Blue Slim Fit Easy Wash Cigerette Trousers,Trousers,1500,Blue,RIVI,http://assets.myntassets.com/assets/images/15599728/2021/9/25/7e0e2356-8e3e-4318-bf50-f00b0263b0d91632574475032RIVIWomenBlueSlimFitEasyWashCigeretteTrousers1.jpg,4,,"<ul> <li> Blue woven cigerette </li> <li> Slim fit </li> <li> Mid-rise </li> <li> Length:  cropped </li> <li> Pattern: solid </li> <li> Flat-front, with no pleats design </li> <li> Feature:  easy wash </li> </ul>Shell: 100% Polyester&nbsp;<br>Lining:&nbsp;100% premium cotton<br>Machine wash<br> Fit: Slim Fit <br> The model (height 5'8) is wearing a size 28","{'Add-Ons': 'NA', 'Body Shape ID': '443,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Character': 'NA', 'Closure': 'Slip-On', 'Fabric': 'Polyester', 'Fabric 2': 'Cotton', 'Features': 'Easy Wash', 'Fit': 'Slim Fit', 'Fly Type': 'No Fly', 'Length': 'Cropped', 'Main Trend': 'New Basics', 'Multipack Set': 'NA', 'Number of Pockets': 'NA', 'Occasion': 'Casual', 'Pattern': 'Solid', 'Print or Pattern Type': 'Solid', 'Sustainable': 'Regular', 'Type': 'Cigarette Trousers', 'Type of Pleat': 'Flat-Front', 'Waist Rise': 'Mid-Rise', 'Wash Care': 'Machine Wash', 'Weave Type': 'Woven'}"
13633452,SASSAFRAS Women Blue Jogger High-Rise Clean Look Cropped Jeans,"Jeans, Jogger",1999,Blue,SASSAFRAS,http://assets.myntassets.com/assets/images/13633452/2021/3/2/dd1af3eb-b87d-4418-bc32-d4592f8fd3ce1614683517795-SASSAFRAS-Women-Jeans-701614683516624-1.jpg,16,4.184375,"Blue medium wash 5-pocket high-rise cropped jeans, clean look, light fade, has a button and zip closure, and waistband with belt loopsMaterial:100% Cotton<br>Machine WashJogger<br>The model (height 5'8"") is wearing a size 28","{'Add-Ons': 'NA', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Closure': 'Button and Zip', 'Distress': 'Clean Look', 'Effects': 'Whiskers and Chevrons', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Fabric 3': 'NA', 'Fade': 'Light Fade', 'Features': 'NA', 'Fit': 'Jogger', 'Length': 'Cropped', 'Number of Pockets': '5', 'Occasion': 'Casual', 'Reversible': 'No', 'Shade': 'Medium', 'Stretch': 'Stretchable', 'Sustainable': 'Regular', 'Type of Distress': 'NA', 'Waist Rise': 'High-Rise', 'Waistband': 'With belt loops', 'Wash Care': 'Machine Wash'}"
18689434,Flying Machine Women Blue Mom Fit High-Rise Panelled Colourblocked Jeans,Jeans,2249,Blue,Flying Machine,http://assets.myntassets.com/assets/images/18689434/2022/7/11/912e7be4-4fb6-403c-95e2-33671e0926381657516098943-Flying-Machine-Women-Jeans-7351657516098185-1.jpg,19,,"<ul> <li> Dark shade,  no fade blue jeans </li> <li> Mom fit,  high-rise </li> <li> Clean look </li> <li> Non stretchable </li> <li> Colourblocked </li> <li> 5 pocket </li> <li> Length: regular </li> </ul>100% cotton<br>Machine Wash<br> Fit: Mom Fit <br> Non Stretchable <br> The model (height 5'8) is wearing a size 28","{'Add-Ons': 'NA', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Character': 'NA', 'Closure': 'Button and Zip', 'Distress': 'Clean Look', 'Effects': 'None', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Fabric 3': 'NA', 'Fade': 'No Fade', 'Features': 'Colourblocked', 'Fit': 'Mom Fit', 'Length': 'Regular', 'Main Trend': 'NA', 'Number of Pockets': '5', 'Occasion': 'Casual', 'Reversible': 'No', 'Shade': 'Dark', 'Stretch': 'Non Stretchable', 'Sustainable': 'Regular', 'Type of Distress': 'NA', 'Waist Rise': 'High-Rise', 'Waistband': 'With belt loops', 'Wash Care': 'Machine Wash'}"
12133336,Libas Women Blue  Golden Ethnic Print Pure Cotton A-Line Kurti,Kurti,1299,Blue,Libas,http://assets.myntassets.com/assets/images/12133336/2020/7/29/1bddeffc-77c6-4b4e-b851-3549a9855f841596018920687KSUTfuchsiaabstractprintedflaredfulllengthplacketkurtawithro1.jpg,14,4.157480315,"Blue and golden ethnic print design A-line kurti with pleated detail, has a notched round neck, three-quarter bell sleeves, flared hem <br>This product does not come with a mask. The mask on the model is only for styling purpose.Kurti: Cotton<br>Mask: Cotton<br>Machine-wash","{'Body or Garment Size': 'Garment Measurements in', 'Design Styling': 'Pleated', 'Fabric': 'Pure Cotton', 'Hemline': 'Flared', 'Neck': 'Mandarin Collar', 'Number of Pockets': 'NA', 'Occasion': 'Daily', 'Ornamentation': 'NA', 'Pattern': 'Printed', 'Print or Pattern Type': 'Ethnic Motifs', 'Shape': 'A-Line', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Slit Detail': 'NA', 'Sustainable': 'Regular', 'Technique': 'NA', 'Wash Care': 'Machine Wash', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave'}"
19237538,Velvet Gold Stretchable Readymade Saree Blouse,Saree Blouse,855,Gold,neckbook,http://assets.myntassets.com/assets/images/19237538/2022/7/25/64482f5c-1692-468e-b7a7-5474cfccb1c21658732337584neckbookGold-TonedSolidVelvetStretchableReadymadeSareeBlouse1.jpg,10,,"<p>Gold solid velvet short sleeves stretchable readymade saree blouse<br>It has a round neckline.<br>Comes with elasticated details</p><p>Velvet &amp; Elastane<br>Do not wash with warm water</p><p>The model (height 5'8"") is wearing size 34</p>","{'Body or Garment Size': 'Garment Measurements in', 'Closure': 'Elasticated', 'Fabric': 'Velvet', 'Fusion Wear': 'Yes', 'Neck': 'Round Neck', 'Occasion': 'Party', 'Ornamentation': 'NA', 'Pattern': 'Solid', 'Sleeve Length': 'Short Sleeves', 'Sustainable': 'Regular'}"
17605232,Berrylush Women Purple & Pink Floral Print Basic Jumpsuit,Jumpsuit,1499,Purple,Berrylush,http://assets.myntassets.com/assets/images/17605232/2022/3/31/6d0ef513-aa67-45e0-950d-1d3c3114d2571648698475044-Berrylush-Woman-Purple-Floral-Print-Button-Front-Belted-Cami-1.jpg,20,,"Purple, white and pink floral print basic jumpsuit with matching belted waist tie-ups, has a shoulder straps, sleevelessThe model (height 5'8) is wearing a size SPolyester<br>Machine Wash","{'Body or Garment Size': 'Garment Measurements in', 'Closure': 'Button', 'Fabric': 'Polyester', 'Main Trend': 'NA', 'Neck': 'Shoulder Straps', 'Number of Pockets': 'NA', 'Occasion': 'Casual', 'Pattern': 'Printed', 'Sleeve Length': 'Sleeveless', 'Surface Styling': 'Waist Tie-Ups', 'Sustainable': 'Regular', 'Type': 'Basic Jumpsuit', 'Wash Care': 'Machine Wash'}"
18838288,Styli Women Pink Tapered Fit High-Rise Trousers,Trousers,1549,Pink,Styli,http://assets.myntassets.com/assets/images/18838288/2022/6/23/ea116a1b-6603-419b-9d4d-1b86d5f173e81655989750097PintuckHighWaistTaperedTrouser1.jpg,17,,"<ul> <li> Pink woven parallel </li> <li> Tapered fit </li> <li> High-rise </li> <li> Length:  regular </li> <li> Pattern: solid </li> <li> Flat-front, with no pleats design </li> <li> Feature:  plain </li> <li> Na pockets </li> </ul><br> Fit: Tapered Fit <br> The model (height 5'8) is wearing a size 28<p>100%Polyester</p>","{'Add-Ons': 'NA', 'Body Shape ID': '424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Care for me': 'Follow the garment wash care label<br>\r\nCan be tumble dried in a cool setting if machine washed<br>\r\nPrevent static build-up by drying while damp<br>\r\nUse low heat to iron', 'Character': 'NA', 'Closure': 'Slip-On', 'Fabric': 'Polyester', 'Fabric 2': 'NA', 'Features': 'Plain', 'Fit': 'Tapered Fit', 'Fly Type': 'Zip', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'NA', 'Number of Pockets': 'NA', 'Occasion': 'Casual', 'Pattern': 'Solid', 'Print or Pattern Type': 'Solid', 'Sustainable': 'Regular', 'Type': 'Parallel Trousers', 'Type of Pleat': 'Flat-Front', 'Waist Rise': 'High-Rise', 'Wash Care': 'Machine Wash', 'Weave Type': 'Woven'}"
16569580,Tokyo Talkies Green Puff Sleeves Crop Top,Crop Top,1149,Green,Tokyo Talkies,http://assets.myntassets.com/assets/images/16569580/2021/12/21/be0de56b-3d0c-4705-b572-f83acd7bb56c1640077923200TokyoTalkiesGreenTop1.jpg,19,4.16,"<ul><li>Green crop regular top</li><li>Solid</li><li>V-neck, short, puff sleeves</li><li>Woven</li></ul>70% Polyester ,30% Viscose<br>Machine washThe model (height 5'8) is wearing a size S","{'Body Shape ID': '333,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Care for me': 'Follow the fabric care label. Warm machine wash is recommended.\r\nCan be tumble dried in a cool setting.\r\nPrevent static build-up by drying while damp. \r\nUse low heat to iron.', 'Center Front Open': 'No', 'Character': 'NA', 'Closure': 'NA', 'Fabric': 'Polyester', 'Fabric Type': 'NA', 'Length': 'Crop', 'Lining': 'NA', 'Main Trend': 'New Basics', 'Multipack Set': 'NA', 'Neck': 'V-Neck', 'Occasion': 'Casual', 'Pattern': 'Solid', 'Print or Pattern Type': 'Solid', 'Sleeve Length': 'Short Sleeves', 'Sleeve Styling': 'Puff Sleeves', 'Surface Styling': 'NA', 'Sustainable': 'Regular', 'Transparency': 'Opaque', 'Type': 'Regular', 'Wash Care': 'Machine Wash', 'Weave Type': 'Woven', 'taxMaterial': 'NA'}"
16124472,MANGO Women Brown Winter Midi Pencil Skirt,Skirt,2990,Brown,MANGO,http://assets.myntassets.com/assets/images/16124472/2021/11/25/587f57c4-7b9b-4768-8b5e-604239fd977c1637838669505DressesMANGOWomenDressesMANGOWomenDressesMANGOWomenDressesMA1.jpg,4,,"Brown solid winter midi pencil skirt, has an elasticated waistband with drawstring closure, straight hem, front slit42% acrylic, 36% polyamide, 16% polyester, 6% elastane<br>Hand washThe model (height 5'8"") is wearing a size 28","{'Add-Ons': 'NA', 'Body Shape ID': '424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Character': 'NA', 'Closure': 'Drawstring', 'Fabric': 'Nylon', 'Fabric Type': 'NA', 'Hemline': 'Straight', 'Knit or Woven': 'Knitted', 'Length': 'Midi', 'Lining': 'NA', 'Main Trend': 'New Basics', 'Number of Pockets': 'NA', 'Occasion': 'Casual', 'Pattern': 'Solid', 'Print or Pattern Type': 'Solid', 'Slit Detail': 'Front Slit', 'Sub Trend': 'New Basics', 'Surface Styling': 'NA', 'Sustainable': 'Regular', 'Transparency': 'Opaque', 'Type': 'Pencil', 'Wash Care': 'Hand Wash'}"
15794820,EthnoVogue Yellow & Green Embroidered Made to Measure Lehenga & Blouse With Dupatta,"Lehenga, Blouse, Dupatta",19480,Yellow,EthnoVogue,http://assets.myntassets.com/assets/images/15794820/2021/11/17/c3019bf4-81fe-4d79-bfb0-b4d52eacbc221637134601108-EthnoVogue-Made-To-Measure-Green-Viscose-N-Yellow-Georgette--1.jpg,30,,"Yellow and green embroidered lehenga choli with dupatta,  <br> Yellow and green embroidered made to measure blouse,  has a round neck,  three-quarter sleeves,  yellow and green embroidered made to measure lehenga, has drawstring closure, flared hem <br> Yellow and green solid dupatta,  taping borderViscose Rayon<br>Machine Wash","{'Blouse Closure': 'NA', 'Blouse Fabric': 'Poly Georgette', 'Body or Garment Size': 'Garment Measurements in', 'Bottom Pattern': 'Embroidered', 'Choli Stitch': 'Made to Measure', 'Dupatta': 'With Dupatta', 'Dupatta Border': 'Taping', 'Dupatta Fabric': 'Net', 'Dupatta Pattern': 'Solid', 'Hemline': 'Flared', 'Lehenga Closure': 'Drawstring', 'Lehenga Fabric': 'Viscose Rayon', 'Lehenga Lining Fabric': 'Poly Crepe', 'Lehenga Stitch': 'Made to Measure', 'Neck': 'Round Neck', 'Ornamentation': 'NA', 'Regions': 'All', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Sustainable': 'Regular', 'Technique': 'NA', 'Top Pattern': 'Embroidered'}"
16043128,STREET 9 Women Gorgeous Green Solid Co-Ord Set,Co-Ord Set,2199,Green,STREET 9,http://assets.myntassets.com/assets/images/16043128/2021/12/13/8faf3236-0f3b-4887-91f6-29ff9f9412301639396786967-STREET-9-Women-Clothing-Set-8701639396786344-1.jpg,161,4.4,"Look trendy slipping into this chic co-ord set. Boasting shoulder straps, this set also comes with a sleeveless design to add a proper finishing touch.&nbsp;<ul><li>Gorgeous green shade</li><li>Classic solid pattern</li><li>Shoulder straps</li><li>Sleeveless</li><li>Cotton blend, machine wash</li></ul><b>Trend Alert</b><br>Co-ord sets are two-piece outfits that are made by matching both the pieces in the same fabric, colour, or pattern. They are not only trendy but also highly versatile.The model (height 5'8) is wearing a size S95% Cotton, 5% Spandex<br>Machine wash","{'Add-Ons': 'NA', 'Bottom Closure': 'Slip-On', 'Bottom Fabric': 'Cotton Blend', 'Bottom Pattern': 'Solid', 'Bottom Type': 'Skirt', 'Character': 'NA', 'Lining': 'NA', 'Neck': 'Shoulder Straps', 'Number of Pockets': 'NA', 'Occasion': 'Casual', 'Sleeve Length': 'Sleeveless', 'Sustainable': 'Regular', 'Top Fabric': 'Cotton Blend', 'Top Pattern': 'Solid', 'Top Type': 'Top', 'Trends': 'NA', 'Wash Care': 'Machine Wash'}"
